date,EQ_VALUE,EQ_MOM,EQ_LOWVOL,RATES_CARRY,RATES_TREND,FX_CARRY,FX_VALUE,COM_CARRY,COM_TREND,MULTI_TREND
2018-01-01,0,0.1480430241,0.140218049575,0.11391930709,0.0952135854753,0.0731110743182,0.166594043045,0.0746915993649,0.0742496708174,0.113959646215
2018-01-31,0.126592328348,0.0918803489345,0.103678128133,0.0793737911039,0.141078165182,0.0541218924768,0.104061133544,0.127303481425,0.0644928563878,0.107417874465
2018-02-28,0.118532602353,0,0.139964152852,0.0805706454247,0.134269585003,0.062601354293,0.100315055745,0.162401246146,0.125362152437,0.0759832057453
2018-03-30,0.123837180488,0.124463446487,0.116093249783,0.0795982910857,0.108776857075,0.127883374118,0.0884174840412,0.0896356925878,0.0947775904737,0.0465168338603
2018-04-30,0.144703251144,0.122664430403,0,0.108068024365,0.107278944824,0.139315202179,0.0947614056811,0.0838744430888,0.0934674355974,0.105866862719
2018-05-31,0.0994509890515,0.0853357255885,0.0881268444751,0.110411655474,0.0778382723719,0.123614803425,0.0749293613219,0.098690872691,0.0968024198669,0.144799055734
2018-06-29,0.101462433772,0.1395923924,0.130308649583,0,0.152675251106,0.0920968172505,0.0978321532535,0.122440526905,0.0950982556644,0.0684935200671
2018-07-31,0.10054296346,0.100052570756,0.0815251234442,0.108988651836,0.109699961538,0.122593076833,0.0772350623297,0.0785849859875,0.13832075293,0.0824568508876
2018-08-31,0.118745310194,0.103229840859,0.0882555525999,0.160759340345,0,0.0920357712971,0.0664455564561,0.131293441693,0.0827208622526,0.156514324303
2018-09-28,0.0963331917766,0.195937873524,0.0903407932225,0.0734420576137,0.100084532697,0.0817011687002,0.0509236381074,0.126487802784,0.107419210322,0.0773297312513
2018-10-31,0.0847241557913,0.087640572529,0.120108510565,0.205263575561,0.112407062144,0,0.0902366815054,0.124327061902,0.0949325379549,0.080359842048
2018-11-30,0.0977155194454,0.0776152394061,0.108864889773,0.109723560064,0.119386650257,0.125404552338,0.0804688350074,0.13198713524,0.0918281487739,0.0570054696946
2018-12-31,0.128143756356,0.151582748675,0.0965783003111,0.134858364978,0.0986712081347,0.0865481904493,0,0.102169422047,0.107764077551,0.0936839314979
2019-01-31,0.123811127048,0.115662230268,0.0742144696844,0.086532335882,0.121828366574,0.0959350282224,0.0805597224725,0.0949988370104,0.0643193277817,0.142138555057
2019-02-28,0.11734276237,0.0979436270504,0.0737345790381,0.188826885182,0.0718073497636,0.130348400555,0.106710487647,0,0.114105369648,0.0991805387464
2019-03-29,0.0945589275253,0.0985734212055,0.112793728623,0.109230534399,0.0703480109865,0.0742480532627,0.122664213724,0.0833772340774,0.104049660137,0.130156216059
2019-04-30,0.129552444245,0.0936598367414,0.0941797221985,0.116604432856,0.11672129577,0.0896381546392,0.0985294226133,0.147780080548,0,0.113334610388
2019-05-31,0.0424219760612,0.124233325783,0.064613989288,0.0716975274733,0.103374005471,0.153336047949,0.132673735549,0.128703966888,0.103692261168,0.0752531643714
2019-06-28,0.149977844334,0.0777480959565,0.122652712535,0.116268599007,0.0749353536496,0.065512475051,0.131670477447,0.1115481159,0.149686326119,0
2019-07-31,0.109605536108,0.0557182905196,0.108674151184,0.101506905816,0.114038014907,0.101539155826,0.100775679457,0.0989750535955,0.0860259471797,0.123141265408
2019-08-30,0,0.0966714959186,0.106726161901,0.16602387984,0.12906710335,0.121842888081,0.083150817668,0.108594291819,0.103496512949,0.0844268484719
2019-09-30,0.113771495639,0.0903219813931,0.169963021506,0.0930674756142,0.0618057591041,0.0955541022787,0.101301890183,0.0741495972534,0.10038970611,0.0996749709177
2019-10-31,0.0877909933771,0,0.120195849231,0.111917537294,0.115116603602,0.0784655052272,0.162156085896,0.102127228352,0.0992346119804,0.122995585039
2019-11-29,0.178860520884,0.118256124756,0.0891118261843,0.1064394328,0.106247574903,0.0969927683905,0.069001991663,0.119308342386,0.0312211548388,0.084560263194
2019-12-31,0.0898674481948,0.100227149889,0,0.096814568381,0.108465492146,0.189251907601,0.0985382268268,0.107340718948,0.11122076243,0.098273725583
2020-01-31,0.096477952526,0.103689452255,0.0874826062366,0.0586927709181,0.065693212227,0.0992728484363,0.152506782208,0.0920821943096,0.107881538398,0.136220642485
2020-02-28,0.125364529348,0.109221548439,0.105765767705,0,0.134194742057,0.0787620605182,0.146023941566,0.0386810716877,0.134474853951,0.127511484729
2020-03-31,0.0874291322353,0.0799992825519,0.108941750332,0.0634702449075,0.0882520159172,0.10431739191,0.137073767646,0.152458153405,0.0713389955466,0.10671926555
2020-04-30,0.109201009072,0.129328654636,0.104497307055,0.131404134866,0,0.0928359056522,0.131763401861,0.105179829882,0.111440970026,0.0843487869514
2020-05-29,0.0884335441181,0.133815121706,0.0817213765494,0.149963777225,0.0981914088306,0.10329764275,0.077425394427,0.116977406165,0.0610870298285,0.0890872983996
2020-06-30,0.0879063128535,0.0728948941278,0.127741492201,0.102124672148,0.110051258419,0,0.0890675574318,0.135359574889,0.115117804313,0.159736433615
2020-07-31,0.0807982612444,0.0806534984514,0.110849963406,0.146868852336,0.083986934189,0.0486467695613,0.0677208504096,0.135328703399,0.0890175214128,0.156128645591
2020-08-31,0.0883606433395,0.13880325095,0.139624667451,0.0787779768898,0.0792880285115,0.11237753804,0,0.13371252208,0.115111732963,0.113943639775
2020-09-30,0.0529180477935,0.075692593985,0.0601262702612,0.106988715758,0.0682599165405,0.13548425334,0.0987625184195,0.075009338891,0.129011211011,0.197747133999
2020-10-30,0.0690572567402,0.0695296181767,0.0773103458126,0.13459305884,0.1640128939,0.0626564891334,0.216692692477,0,0.0889079962773,0.117239648643
2020-11-30,0.124776001137,0.0723880597609,0.124991596286,0.092890876122,0.0574412750742,0.110598558577,0.139535730855,0.104672613243,0.0675621722308,0.105143116714
2020-12-31,0.115048421054,0.123956717559,0.0648225615427,0.0672441436572,0.0910564557624,0.135561755469,0.129493954708,0.140037846519,0,0.132778143729
2021-01-29,0.129686627361,0.115646705162,0.14482627598,0.0852328723587,0.0915814148071,0.0825867304702,0.127023781399,0.085621001528,0.0591140262564,0.0786805646779
2021-02-26,0.161986133618,0.11387123129,0.143589072852,0.0673655011027,0.12410104577,0.0744363102257,0.123048294159,0.050266372997,0.141336037986,0
2021-03-31,0.0934094873641,0.134960867463,0.115829055707,0.0730916730869,0.0638797652766,0.173477292935,0.074436252631,0.0885616400194,0.0683969585191,0.113957006998
2021-04-30,0,0.103557293813,0.115799474577,0.0855868782059,0.115336891521,0.16248271153,0.110162869252,0.124889227034,0.0922246138425,0.0899600402248
2021-05-31,0.0605103341915,0.0919988718301,0.117516646386,0.105374676379,0.076931678327,0.0811955613157,0.139860327167,0.101673534694,0.110487529548,0.114450840162
2021-06-30,0.0985392953147,0,0.0979923180428,0.0944839704509,0.1655310807,0.106133771539,0.158231718948,0.107163191811,0.109075208804,0.0628494443895
2021-07-30,0.0906811033803,0.156993300103,0.15517772077,0.0900162441845,0.0524484294822,0.0789547889217,0.0897707393602,0.089947809876,0.0899349376696,0.106074926252
